counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:R1:L1:2285,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2285,Supine,R1,L1,2285,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2293,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2293,Bucolic,R1,L1,2293,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2297,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2297,Raghupriya V,R1,L1,2297,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2365,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2365,Alt ♮27𝄫5,R1,L1,2365,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2397,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2397,Eccentric,R1,L1,2397,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2413,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2413,Harmonic Minor ♭5,R1,L1,2413,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2421,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2421,Harmonic Major ♭5,R1,L1,2421,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2425,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2425,Scale 2425,R1,L1,2425,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2461,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2461,7-21 rooted state 2461,R1,L1,2461,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2477,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2477,Harmonic Minor,R1,L1,2477,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2485,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2485,Harmonic Major,R1,L1,2485,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2489,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2489,Scale 2489,R1,L1,2489,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2509,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2509,Double Harmonic Minor,R1,L1,2509,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2517,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2517,Lydian Harmonic Major,R1,L1,2517,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2521,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2521,Scale 2521,R1,L1,2521,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2533,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2533,7-19 rooted state 2533,R1,L1,2533,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2537,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2537,Scale 2537,R1,L1,2537,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2545,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2545,Lydian 2♯3♭6,R1,L1,2545,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2621,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2621,Euphoric,R1,L1,2621,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2653,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2653,Nomadic,R1,L1,2653,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2669,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2669,Jeths' Mode,R1,L1,2669,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2677,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2677,Ionian ♭5,R1,L1,2677,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2681,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2681,Scale 2681,R1,L1,2681,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2717,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2717,Melodic ♭4,R1,L1,2717,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2733,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2733,Melodic Minor,R1,L1,2733,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2741,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2741,Ionian,R1,L1,2741,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2745,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2745,Rāga Sailadesakshi,R1,L1,2745,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2765,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2765,Lydian Diminished,R1,L1,2765,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2773,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2773,Lydian,R1,L1,2773,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2777,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2777,Aeolian Harmonic,R1,L1,2777,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2789,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2789,Lydian ♯3,R1,L1,2789,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2793,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2793,1sus4 & 7⁷,R1,L1,2793,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2801,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2801,Rāga Hindolita,R1,L1,2801,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2845,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2845,Melodic +♭4,R1,L1,2845,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2861,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2861,Melodic +,R1,L1,2861,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2869,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2869,Major Augmented,R1,L1,2869,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2873,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2873,Ionian Augmented ♯2,R1,L1,2873,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2893,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2893,Lydian Augmented ♭3,R1,L1,2893,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R1:L1:2901,partial_commutation_domain_asymmetry,R1 and L1 strongly commute as partial functions,2901,Lydian Augmented,R1,L1,2901,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
